ID,Study_Title,Document_Reference,Publication_year,Country_application,Spreading methods,Induced bank filtration,In-channel modifications,"Well, shaft, borehole recharge",Rainwater-runoff harvesting,Unspecified MAR type,Criteria_Group_1,Criteria_Group_2,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2005,USA,No,No,No,Yes,No,No,Management criteria,Economic criteria,Distance to existing power lines,Distance to existing power lines,1,1,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2005,USA,No,No,No,Yes,No,No,Technical criteria,Aquifer characteristics,Transmissivity (aquifer),Aquifer transmissivity,1,1,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
16,"Development of an Aquifer, Storage and Recovery (ASR) Site Selection Suitability Index in Support of the Comprehensive Everglades Restoration Project","Brown, 2005",2014,USA,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,Shape factor to account for pre-existing aquifer flow gradient,Shape factor to account for pre-existing aquifer flow gradient,1,2,Ranking method,WLC,Yes,"Land size (<5 acres), Distance from Lake Okeechobee to water source (>3 miles), Land use (urban, commercial, lakes, streams, reservoirs, wetlands, swamps, mangroves, submerged aquatic vegetation, costal habitat areas, forested land, sewage treatment plant, landfill).",No,Lake water
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Slope,Slope,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Presence of dune system,Presence of dune system,NA,NA,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Hydrogeology,Hydrogeology,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Piezometry,Groundwater level,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Presence of fractured outcrop,Distance to Lineaments / Faults,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Aquifer permeability,Aquifer permeability,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Aquifer storability (Storage coefficient),Aquifer storage capacity,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Water quality,Surface water quality,Distance from pollution source e.g. sewage,Distance from pollution source e.g. sewage,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Management criteria,Economic criteria,Irrigated areas and water source,Irrigated areas and water source,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Management criteria,Economic criteria,Distance between water supply sources and MAR site,Distance between water supply sources and MAR site,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Management criteria,Economic criteria,Presence of aqueducts,Presence of aqueducts,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Risk of flooding and tilt cartography,Risk of flooding and tilt cartography,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Management criteria,socio-environmental impact,Distance from Hill/reservoir/forest,Distance from Hill/reservoir/forest,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Current MAR sites,Presence of current MAR sites,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Management criteria,socio-environmental impact,Administrative boundaries,Administrative boundaries,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Availability of surplus water,Availability of surplus water,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Water quality,Groundwater quality,Presence of marine intrusion control networks,Presence of marine intrusion control networks,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Dry wetlands,Presence of dry wetlands,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Water quality,Surface water quality,Electrical conductivity,Surface water quality - Electrical conductivity,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
17,Economic assessment of opportunities for managed aquifer recharge techniques in Spain using an advanced Geographic Information System,"Fernandez, 2014",2014,Spain,No,No,No,No,No,Yes,Water quality,Groundwater quality,Control of Nitrate in groundwater network,Groundwater - Nitrates,1,1,Pairwise comparison method,AHP,Yes,Vulnerable areas (presence) ; Presence Dune systems(absent);Distance to urban areas(< 1-5km),No,Stormwater/surface runoff; Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,Soil texture,Hydrological soils,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,Soil salinity,Soil salinity,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Technical criteria,Aquifer characteristics,Aquifer depth,Aquifer depth,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Management criteria,Socio-environmental impact,Distance from urban agglomerations/tourist,Distance to urban areas,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Management criteria,Socio-environmental impact,Distance from hill reservoirs,Distance from Hill/reservoir/forest,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Technical criteria,Surface characteristics,Slope,Slope,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Management criteria,Economic criteria,Water Transfer cost from WWTP to SAT(pipe length),Water Transfer cost from WWTP to SAT (pipe length),NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Management criteria,Economic criteria,pumping elevation(cost of pumping),pumping elevation (cost of pumping),NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Management criteria,Economic criteria,Distance from wastewater to destination,Distance between water supply sources and MAR site,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
18,GIS based multicriteria analysis for potential wastewater aquifer recharge sites,"Kallali, 2007",2007,Tunisia,No,No,No,Yes,No,No,Management criteria,Economic criteria,Wastewater pumping height,Wastewater pumping height,NA,NA,Boolean logic,Boolean logic,Yes,"Distance to urban and tourist areas (<200 m);Distance to hill reservoirs (<500 m); Slope (>12%); Soil texture (>10% clay fraction); salinity (>4 mmhoms/cm); Geology ( only stream sediments, miocene sand, dune sediments, Pliocene sands are valid); Distance to WWTP (< 8km); pumping height (15 m) ; Aquifer depth (<5m) ; Geology (inadequate permeable subsoil and high salty layers);pipe length (>8km); Pipe elevation difference (>15m)",Yes,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Technical criteria,Aquifer characteristics,Groundwater level,Groundwater level,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Water quality,Groundwater quality,Average Chloride concentration,Groundwater - Chloride,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Water quality,Groundwater quality,Average Nitrate concentration,Groundwater - Nitrates,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Social criteria,Social criteria,People's acceptance,People's acceptance,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Social criteria,Social criteria,People's convenience,People's convenience,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Management criteria,Socio-environmental impact,Satisfaction with water quality and quantity,Satisfaction with water quality and quantity,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Social criteria,Social criteria,Employment and willingness to pay,Employment and willingness to pay,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Social criteria,Social criteria,Affordability to pay,Affordability to pay,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
19,Impact Assessment and Multicriteria Decision Analysis of Alternative Managed Aquifer Recharge Strategies Based on Treated Wastewater in Northern Gaza,"Rahman, 2014",2014,Palestine,Yes,No,No,Yes,No,No,Management criteria,Economic criteria,Net cost benefit analysis,Net cost benefit analysis,NA,NA,Pairwise comparison method,"AHP, WLC and PROMETHEE",No,NA,No,Treated wastewater
20,Integrated Remote sensing and GIS groundwater exploration and identification of artificial recharge sites,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Geology,Geology / Lithology,1,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
20,Integrated Remote sensing and GIS groundwater exploration and identification of artificial recharge sites,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Geomorphology,Geomorphology,1,2,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
20,Integrated Remote sensing and GIS groundwater exploration and identification of artificial recharge sites,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Lineament,Presence of lineament,1,3,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
20,Integrated Remote sensing and GIS groundwater exploration and identification of artificial recharge sites,"Saraf, 1998",1998,India,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,1,1,Ranking method,WLC,No,NA,No,Stormwater/surface runoff
21,Managed Aquifer Recharge (MAR) through surface infiltration in the Azraq Basin/Jordan,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Hydrogeology (aquifer type),Hydrogeology,NA,NA,Boolean logic,Boolean logic,Yes,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water
21,Managed Aquifer Recharge (MAR) through surface infiltration in the Azraq Basin/Jordan,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Urban areas,Distance to urban areas,NA,NA,Boolean logic,Boolean logic,Yes,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water
21,Managed Aquifer Recharge (MAR) through surface infiltration in the Azraq Basin/Jordan,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,Management criteria,Socio-environmental impact,Proximity to water sources,Proximity to water sources,NA,NA,Boolean logic,Boolean logic,Yes,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water
21,Managed Aquifer Recharge (MAR) through surface infiltration in the Azraq Basin/Jordan,"Alraggad, 2010",2010,Jordan,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,slope,Slope,NA,NA,Boolean logic,Boolean logic,Yes,Geology (all other except alluvial surface); Slope (>5%); Distance to urban areas and settlement (>250m) ; Distance to water source(>5km),No,Stormwater/surface runoff; Treated wastewater; Lake water
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Lithology,Geology / Lithology,0.162,2,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Faults,Distance to Lineaments / Faults,0.019,5,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Soil type,Soil type,0.03,4,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Slope,Slope,0.162,1,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Environmental criteria,Environmental criteria,Rainfall,Rainfall,0.057,3,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Groundwater table,Groundwater level,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Infiltration rate,Hydrological soils,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Environmental criteria,Environmental criteria,"Climatology data series(temperature, rainfall, evapotranspiration)","Climatology data series (temperature, rainfall, evapotranspiration)",NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Land use,Land use/ land cover,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Surface characteristics,Quality of sediments,Quality of sediments,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific
22,Site Selection for Groundwater Artificial Recharge in Silakhor Rangeland using GIS technique,"Mehrabi, 2013",2013,Iran,Yes,No,No,No,No,No,Technical criteria,Aquifer characteristics,Number of existing wells and springs and water level,Number of existing wells and springs and water level,NA,NA,Pairwise comparison method,AHP,No,NA,No,Nonspecific
23,Site selection for managed aquifer recharge using fuzzy rules: Integrating geographical Information System (GIS) tools and multi-criteria decision making,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,Technical criteria,Surface characteristics,Suitability of geo-formation,Suitability of geo-formation,0.2593,2,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff
23,Site selection for managed aquifer recharge using fuzzy rules: Integrating geographical Information System (GIS) tools and multi-criteria decision making,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,Technical criteria,Aquifer characteristics,Depth to groundwater,Groundwater level,0.1852,3,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff
23,Site selection for managed aquifer recharge using fuzzy rules: Integrating geographical Information System (GIS) tools and multi-criteria decision making,"Malekmohammadi, 2012",2012,Iran,No,No,No,No,No,Yes,Water quality,Groundwater quality,Electrical conductivity,Groundwater quality - Electrical conductivity,0.1481,4,Rating method,"Fuzzy logic, WLC",Yes,Slope (>10%); Land use (all other land use except pasture),Yes,Stormwater/surface runoff
